order_id,customer_name,customer_email,customer_phone,customer_address,product_title,product_rating,discounted_price,original_price,discount_percentage,is_best_seller,delivery_date,data_collected_at,product_category,quantity,order_date
I24I0Z8T3T,Christopher Woods,theresamartin@example.net,+1-426-593-3861x09196,"19923 Thompson Unions, Laurenton, TX 12271",Eco-Friendly Smartphone - Beauty Edition,1.6,263.98,447.43,41,True,2025-05-14,2025-09-17,Beauty,1,2024-11-20
WXIH4WAHR1,Deborah Quinn,andrew10@example.org,530.774.2883x8365,"41229 Myers Light Apt. 644, West Andrew, MP 02481",Durable Lipstick - Clothing Edition,2.0,604.94,817.48,26,True,2023-08-01,2025-09-17,Clothing,5,2025-07-31
CXSSUMAFHR,Ashley Chang,wthompson@example.org,776-590-5204x8386,"8395 Brown Mountain, Bakerville, MD 32737",Premium Book - Home & Kitchen Edition,3.7,374.58,634.88,41,False,2024-02-25,2025-09-17,Home & Kitchen,4,2025-02-16
DHGGZHD52L,Deanna Rivera,marcusrhodes@example.com,+1-282-848-0627x517,"1718 Lisa Street, West Nathanchester, WV 87130",Eco-Friendly Toy Car - Clothing Edition,1.8,158.14,161.37,2,False,2023-01-19,2025-09-17,Clothing,4,2025-01-31
8UD5SS61JF,Vanessa Herrera,sheri52@example.com,+1-832-919-5168,"441 Chelsea Highway Apt. 147, Shawside, NC 90693",Portable T-Shirt - Books Edition,2.2,770.85,802.97,4,False,2024-02-29,2025-09-17,Books,2,2025-03-28
99PX5YOL6Q,Elizabeth Stevenson,timothy82@example.com,314.847.7213x536,"955 Calvin Estates Apt. 244, Lake Valerie, NM 98270",Durable Lipstick - Beauty Edition,2.9,307.51,357.57,14,False,2023-04-22,2025-09-17,Beauty,3,2024-10-01
09OB34LIKC,Robert Sherman,jessicaknight@example.com,497-870-3882x8357,"3911 Melanie Loaf Suite 776, Dustinmouth, KS 10808",High-End Laptop - Beauty Edition,1.7,86.01,168.65,49,True,2023-12-02,2025-09-17,Beauty,2,2024-09-04
D41DZE5TIG,Catherine Roberts,mcox@example.com,837-999-8609x62645,"Unit 4989 Box 7932, DPO AP 45732",Portable Laptop - Sports Edition,2.1,963.42,1396.26,31,True,2025-03-19,2025-09-17,Sports,2,2023-12-18
159HA2APQD,James Moore,gibsonamanda@example.org,001-995-318-7958x211,"250 Lynn Inlet Suite 456, Leeville, MN 61431",Eco-Friendly Laptop - Clothing Edition,3.0,988.75,1675.84,41,False,2023-08-08,2025-09-17,Clothing,5,2024-03-26
ZQ1P3Z3OVB,Jennifer Johnson,jennifer47@example.net,329-999-4804x3842,"51407 David Lake, New Patrick, CT 42452",Eco-Friendly Book - Beauty Edition,2.7,831.4,1807.39,54,False,2025-07-09,2025-09-17,Beauty,5,2023-01-30
8KLTV3FMAZ,Lacey Sanchez,operez@example.net,(500)942-3074x5464,"439 Pena Bridge, West Kaitlynberg, HI 20336",High-End Laptop - Books Edition,4.2,366.86,555.85,34,True,2023-11-25,2025-09-17,Books,5,2025-04-22
ROPT065CI5,James Greene,linda91@example.net,001-505-570-6137,"13302 Castillo Isle Apt. 654, South Cindy, MA 08368",Budget Toy Car - Electronics Edition,2.9,1252.3,1647.76,24,False,2024-07-12,2025-09-17,Electronics,3,2024-12-06
VCFRCZFGF1,Willie Mejia,bryan67@example.com,(410)254-1708x11210,"5150 Ramirez Common, Port Lance, WV 55340",Durable Blender - Clothing Edition,4.4,343.23,602.15,43,True,2023-10-18,2025-09-17,Clothing,1,2025-04-28
