order_id,customer_name,customer_email,customer_phone,customer_address,product_title,product_rating,discounted_price,original_price,discount_percentage,is_best_seller,delivery_date,data_collected_at,product_category,quantity,order_date
WR2GUW0MKH,Melissa Hall,matthewhenderson@example.com,001-751-577-6533,"799 Mark Trafficway Suite 241, East Ariel, GA 86138",Premium Blender - Electronics Edition,3.6,396.88,922.97,57,False,2023-11-02,2025-09-17,Electronics,1,2024-06-11
1UXE7AFFU1,Joseph Thomas,jessicaserrano@example.net,(356)844-0883x53766,"39257 Jacob Camp Suite 639, Port Brenda, OK 88380",Durable Lipstick - Toys Edition,1.7,61.82,92.27,33,True,2023-12-06,2025-09-17,Toys,5,2025-08-30
TI310QBWW4,Debbie Price,carpenterrandall@example.com,796.608.0413,"767 Smith Alley, Robinchester, MD 46045",High-End Book - Electronics Edition,1.3,712.75,750.26,5,False,2024-01-26,2025-09-17,Electronics,3,2025-05-15
AUGSHQSBU6,Samantha Bishop,ewilliams@example.net,+1-768-951-4223x5743,"5166 Wilson Burgs Suite 962, Christinefurt, NC 06798",Portable Laptop - Clothing Edition,1.9,940.01,1000.01,6,False,2025-01-10,2025-09-17,Clothing,2,2023-03-09
PXX0LMLVHC,Carrie Williams,steventaylor@example.net,701.785.3218x681,"33675 Phillips Shoal, Tracystad, CO 49503",High-End Laptop - Clothing Edition,4.2,473.09,606.52,22,True,2024-09-15,2025-09-17,Clothing,5,2023-09-25
TF2W1L1MVH,Rick Mendoza,ramirezcynthia@example.com,+1-207-974-4879x714,"25543 Williams Turnpike Suite 658, East Timothyberg, PA 30312",High-End Laptop - Books Edition,1.7,581.39,894.44,35,False,2024-05-21,2025-09-17,Books,5,2025-03-29
51NFA0WKI1,Michelle Mosley,leslieanderson@example.net,9315668593,"6748 Manning Tunnel, Traceyfort, CA 64316",High-End Lipstick - Books Edition,4.7,440.21,978.25,55,True,2023-06-18,2025-09-17,Books,5,2025-06-28
GDS2L2UDC8,Shawn Johnson,millerjoan@example.net,833-451-3220x91184,"3278 Michael Camp, Harperborough, LA 48714",Budget Laptop - Books Edition,3.5,714.64,1880.64,62,False,2025-02-11,2025-09-17,Books,2,2025-09-05
Q6XSG47W8S,Janice Brown MD,phahn@example.net,8846488935,"4226 Shane Ville Apt. 985, Saundersfurt, DE 02347",Eco-Friendly Laptop - Books Edition,3.7,1033.01,1454.94,29,True,2023-03-19,2025-09-17,Books,5,2023-04-23
T0QG4D1T35,Joy Ward,tmartinez@example.org,(651)273-2716,"273 Sanchez Fields, Carlsonburgh, HI 14389",Durable Running Shoes - Sports Edition,2.1,1324.77,1790.23,26,False,2023-11-30,2025-09-17,Sports,1,2024-04-11
WIR8QESBVH,George Hall,adrienne50@example.org,510-898-9036,"944 Spencer Turnpike Apt. 561, East Barbara, KS 88667",Premium Toy Car - Clothing Edition,3.1,444.51,535.55,17,False,2024-11-17,2025-09-17,Clothing,2,2025-07-19
O6W8070LXA,Brian Daniels,elizabeth06@example.net,001-417-658-7321x09287,"01862 Phyllis Prairie Suite 732, North Cheryltown, PA 44476",Eco-Friendly Toy Car - Clothing Edition,3.7,1759.49,1813.91,3,False,2024-09-23,2025-09-17,Clothing,4,2025-04-17
H87WYB6EB6,Richard Harris,ericksonkelsey@example.com,732-970-0765x641,"057 Cortez Street, Sonyahaven, CT 47027",High-End T-Shirt - Clothing Edition,1.2,1122.69,1902.87,41,False,2024-09-12,2025-09-17,Clothing,5,2023-08-24
UQD8BFH43E,Ryan Gonzalez,flynnkelly@example.org,849-397-7568x235,"415 Ramos Mission Suite 138, Moraleschester, AL 42986",Budget Running Shoes - Beauty Edition,3.3,303.95,799.88,62,True,2024-05-02,2025-09-17,Beauty,4,2024-02-07
F4N5YHV6QP,Elizabeth Boyd,whitealexandra@example.com,+1-791-693-1290x2231,"502 Farmer Fields, West Ethan, MS 77316",Premium Laptop - Sports Edition,4.9,958.03,987.66,3,True,2025-07-07,2025-09-17,Sports,1,2025-08-11
C9PJI6LPPI,Amanda Ramirez,hernandezann@example.org,8748591447,"3921 Donna Ford Suite 157, Reedmouth, IN 40080",Budget Blender - Clothing Edition,4.4,134.8,313.48,57,False,2023-08-18,2025-09-17,Clothing,1,2023-09-19
3OXW91SZCH,Billy Johnson,xhart@example.net,3256390269,"043 Mark Unions, Port Jane, UT 40740",Premium Smartphone - Beauty Edition,3.3,729.74,1158.31,37,True,2025-02-08,2025-09-17,Beauty,4,2024-10-19
5KUALMO1L4,Cheryl Garcia,williamsroger@example.com,(380)233-3604,"67242 Gould Burgs, Jasonville, FL 41488",Portable Running Shoes - Books Edition,2.3,866.03,973.07,11,True,2023-11-04,2025-09-17,Books,1,2025-02-16
VQPAXGAOFC,Matthew Higgins,joshua35@example.com,266.452.9722,"96890 Barbara Path, Thomasfurt, UT 62740",Durable Running Shoes - Clothing Edition,1.8,1130.72,1270.47,11,False,2023-06-30,2025-09-17,Clothing,3,2023-12-11
GIY85WUF6R,Victoria Bailey,tpeterson@example.net,+1-348-725-3732x28233,"820 Rollins Branch Apt. 410, New Robertside, AZ 67457",Eco-Friendly Smartphone - Beauty Edition,4.1,841.35,1107.04,24,False,2024-04-09,2025-09-17,Beauty,5,2023-04-20
